,StockCode,sold_times,customer_count,return_rate,quantity_real,sales_total,unit_price,cluster
1179,22335,121,86,0.0,1987,1291.55,0.65,2
1180,22336,52,47,1.0083296799649275,2258,1467.7,0.65,2
1181,22337,26,24,0.0,631,410.15000000000003,0.65,2
1182,22338,104,86,0.08040739748056822,3728,2423.2000000000003,0.65,2
1183,22339,55,44,1.3578624616732369,2252,1463.8,0.65,2
1184,22340,57,51,0.0,931,1536.1499999999999,1.65,2
1185,22341,40,37,0.0,402,663.3,1.65,2
1186,22342,52,49,4.321728691476591,797,677.4499999999999,0.8499999999999999,2
1187,22343,53,41,1.3513513513513513,1314,1116.8999999999999,0.8499999999999999,2
1188,22344,40,30,0.0,821,697.85,0.85,2
1189,22345,36,25,2.4390243902439024,720,612.0,0.85,2
1190,22346,26,19,0.0,651,553.35,0.8500000000000001,2
1191,22348,251,142,0.3134796238244514,3816,3243.6,0.85,0
1192,22349,112,85,0.9767092411720512,1318,4942.5,3.75,2
1193,22350,85,63,0.07479431563201197,1336,3406.7999999999997,2.55,2
1195,22352,322,184,0.5657708628005658,2812,7170.599999999999,2.55,0
1197,22354,65,43,0.14285714285714285,699,2621.25,3.75,2
1198,22355,575,246,1.7120533149488681,8554,7270.9,0.85,0
1199,22356,487,219,3.6786060019361084,6965,5920.25,0.85,0
1200,22357,83,67,5.7324840764331215,296,1258.0,4.25,2
1201,22358,108,84,1.5765765765765765,437,1289.15,2.95,2
1202,22359,59,45,1.89873417721519,155,457.25,2.95,2
1203,22360,140,101,11.912943871706757,769,2268.55,2.95,2
1204,22361,121,89,2.25140712945591,521,1536.95,2.95,2
1205,22362,78,60,9.53757225433526,313,923.35,2.95,2
1206,22363,56,44,28.888888888888886,320,944.0,2.95,3
1207,22364,92,69,12.6953125,447,1318.65,2.95,2
1208,22365,120,79,0.27739251040221913,719,5716.05,7.95,2
1209,22366,154,102,3.7604456824512535,691,4664.25,6.75,2
1210,22367,426,287,1.0215995329830707,3391,6612.45,1.95,0
1211,22371,240,143,1.6497461928934012,775,3293.75,4.25,0
1212,22372,96,79,0.47393364928909953,210,892.5,4.25,2
1213,22374,152,107,0.91324200913242,434,1844.5,4.25,2
1214,22375,93,66,0.0,244,1037.0,4.25,2
1215,22376,81,64,0.0,184,782.0,4.25,2
1216,22377,104,82,0.8687258687258688,1027,2156.7000000000003,2.1,2
1217,22378,103,69,0.05955926146515784,1678,3523.8,2.1,2
1218,22379,400,185,0.938495056142115,5911,12413.1,2.1,0
1219,22380,188,110,3.547459252157239,1006,2112.6,2.1,2
1220,22381,287,133,0.8368200836820083,3081,5699.85,1.85,0
1221,22382,968,480,1.6309365063083392,9590,15823.5,1.65,1
1222,22383,1042,433,1.1927398444252377,11432,18862.8,1.65,1
1223,22384,925,444,1.5036106439806114,9957,16429.05,1.65,1
1224,22385,468,243,1.4932928372563907,7784,15178.8,1.95,0
1225,22386,869,370,2.3124904914042297,19263,37562.85,1.95,1
1226,22389,30,30,35.08771929824561,185,471.74999999999994,2.55,3
1227,22390,25,21,0.0,210,535.5,2.55,2
1228,22391,14,14,0.0,107,272.84999999999997,2.55,2
1229,22393,38,35,1.6528925619834711,238,606.9,2.55,2
1230,22394,13,13,4.444444444444445,129,109.64999999999999,0.85,2
1232,22396,101,82,0.5333333333333333,1119,1398.75,1.25,2
1233,22398,218,160,3.27455919395466,2304,2880.0,1.25,0
1234,22399,85,69,1.62748643761302,1088,1360.0,1.25,2
1235,22400,136,106,0.07401924500370095,1350,1687.5,1.25,2
1236,22402,136,101,0.3654080389768575,1636,2045.0,1.25,2
1237,22403,82,70,0.5012531328320802,1191,1488.75,1.25,2
1238,22405,45,41,0.4032258064516129,247,308.75,1.25,2
1239,22406,52,39,0.4329004329004329,230,287.5,1.25,2
1241,22408,19,17,0.0,100,125.0,1.25,2
1242,22409,42,33,0.4694835680751174,212,265.0,1.25,2
1243,22410,39,29,0.0,145,181.25,1.25,2
1244,22411,766,367,3.402646502835539,9709,18932.55,1.95,1
1245,22412,114,73,0.2288329519450801,872,1831.2,2.1,2
1246,22413,343,219,0.8046490835940991,2219,6546.05,2.95,0
1247,22414,65,36,0.8368200836820083,237,1884.15,7.95,2
1249,22416,61,52,0.7211538461538461,826,1197.7,1.45,2
1250,22417,405,266,0.5784708249496981,7906,4348.3,0.55,0
1251,22418,237,176,2.6750972762645913,6003,5102.55,0.85,0
1252,22419,151,92,0.0,2662,1118.04,0.42,2
1253,22420,82,54,0.0,1171,491.82,0.42,2
1254,22421,118,79,0.10775862068965517,1854,778.68,0.42,2
1255,22422,61,42,0.0,466,302.90000000000003,0.65,2
1256,22423,1667,873,7.054114900358542,11147,122059.65,10.95,1
1257,22424,313,183,3.7302725968436152,671,7347.45,10.95,0
1258,22425,139,109,1.3888888888888888,426,2108.7000000000003,4.950000000000001,2
1259,22426,143,102,1.6819571865443423,643,2411.25,3.75,2
1260,22427,444,311,2.059266700150678,1950,11602.5,5.95,0
1261,22428,91,74,1.3636363636363635,217,1508.15,6.95,2
1262,22429,311,226,2.474402730375427,1143,4857.75,4.25,0
1263,22430,160,130,3.7243947858473,517,2559.15,4.95,0
1264,22431,274,159,0.40691759918616477,1958,3818.1,1.95,0
1265,22432,232,157,0.8843967150979154,1569,3059.5499999999997,1.9499999999999997,0
1266,22433,190,121,0.22471910112359553,1332,2597.4,1.9500000000000002,0
1267,22434,103,87,2.4,732,1427.3999999999999,1.9499999999999997,2
1268,22435,208,150,0.4746835443037975,2516,3145.0,1.25,0
1269,22436,138,103,0.9775171065493646,2026,1316.9,0.65,2
1270,22437,169,137,0.3738317757009346,2665,2265.25,0.85,0
1271,22438,50,48,0.0,292,569.4,1.95,2
1272,22439,152,114,4.007071302298174,1629,1058.8500000000001,0.6500000000000001,2
1273,22440,138,97,0.17143836790673753,5823,2445.66,0.42,2
1274,22441,163,127,0.32085561497326204,932,1957.2,2.1,0
1276,22443,80,60,1.3157894736842104,150,1192.5,7.95,2
1277,22444,33,29,4.199475065616798,730,773.8000000000001,1.06,2
1278,22445,95,70,0.0,462,1362.9,2.95,2
1279,22446,34,21,0.0,108,361.8,3.35,2
1281,22448,28,25,0.0,148,495.8,3.35,2
1282,22449,88,65,1.6483516483516485,358,1199.3,3.35,2
1283,22450,53,41,0.546448087431694,182,609.7,3.35,2
1284,22451,38,35,0.0,201,673.35,3.35,2
1285,22452,66,52,0.2590673575129534,385,981.7499999999999,2.55,2
1286,22453,42,35,0.0,296,873.2,2.95,2
1287,22454,38,31,0.0,228,672.6,2.95,2
1288,22456,299,217,4.72550382209868,1371,6786.45,4.95,0
1289,22457,940,574,0.6884681583476765,7501,22127.95,2.95,1
1290,22458,14,12,0.0,513,1308.1499999999999,2.55,2
1291,22459,15,12,0.0,375,956.2499999999999,2.55,2
1292,22460,157,114,0.8235804074555699,2288,2860.0,1.25,2
1293,22461,45,35,9.523809523809524,209,2664.75,12.75,2
1294,22464,255,177,4.488594554819721,2596,4283.4,1.65,0
1295,22465,131,105,1.7798286090969018,1490,2458.5,1.65,2
1296,22466,142,108,0.035075412136092596,2850,4132.5,1.45,2
1297,22467,553,258,1.4781665310550582,7265,18525.75,2.55,1
1298,22468,114,80,0.6507592190889371,458,3091.5,6.75,2
1299,22469,952,567,0.7884916335620561,16483,23900.35,1.45,1
1300,22470,789,483,0.6962759784787425,9413,24003.149999999998,2.55,1
1301,22471,58,49,0.3236245954692557,308,1524.6000000000001,4.95,2
1302,22472,68,50,0.8968609865470852,221,1093.95,4.95,2
1303,22473,69,53,0.0,395,1955.25,4.95,2
1304,22474,71,61,17.48633879781421,151,747.45,4.95,2
1305,22475,96,40,0.0,232,1148.4,4.95,2
1306,22476,68,54,4.395604395604396,174,861.3000000000001,4.95,2
1307,22477,70,63,0.078125,1279,1598.75,1.25,2
1308,22478,74,59,0.0,1371,1713.75,1.25,2
1309,22479,53,47,0.0,1075,1343.75,1.25,2
1310,22480,67,57,0.0,612,765.0,1.25,2
1311,22481,73,61,0.0,555,693.75,1.25,2
1312,22482,48,40,0.0,448,560.0,1.25,2
1313,22483,125,90,0.15128593040847202,660,1947.0000000000002,2.95,2
1314,22485,162,141,1.3761467889908259,430,5482.5,12.75,0
1316,22487,370,273,3.531073446327684,683,6795.849999999999,9.95,0
1317,22488,304,209,1.1809656130600903,2845,4694.25,1.65,0
1318,22489,310,227,0.022419011321600717,8919,3745.98,0.42,0
1319,22491,196,158,0.3102378490175801,3856,3277.6,0.85,0
1320,22492,318,210,0.7601318596082994,25589,16632.850000000002,0.6500000000000001,0
1321,22493,169,121,12.090345438441098,1985,3275.25,1.65,0
1322,22494,116,79,4.519774011299435,845,1056.25,1.25,2
1323,22495,54,50,4.026845637583892,143,421.85,2.95,2
1324,22496,60,54,3.0534351145038165,127,374.65000000000003,2.95,2
1325,22497,58,50,0.0,176,748.0,4.25,2
1326,22498,94,68,0.0,226,1344.7,5.95,2
1327,22499,295,217,0.23282887077997672,1714,10198.300000000001,5.950000000000001,0
1328,22500,66,60,0.0,144,712.8000000000001,4.95,2
1329,22501,257,187,8.389261744966444,1092,10865.4,9.95,0
1330,22502,236,175,5.05050505050505,1410,8389.5,5.95,0
1332,22504,37,30,3.1847133757961785,152,4552.4,29.95,2
1333,22505,254,184,0.29784065524944153,1339,6628.05,4.95,0
1334,22507,333,224,0.25463805020007274,2742,13572.9,4.95,0
1335,22508,230,173,1.476510067114094,1468,5505.0,3.75,0
1337,22510,30,25,0.0,181,678.75,3.75,2
1338,22511,36,33,0.0,217,813.75,3.75,2
1341,22514,75,61,0.0,260,546.0,2.1,2
1342,22515,60,52,0.8547008547008548,232,487.20000000000005,2.1,2
1343,22516,43,35,0.0,170,357.0,2.1,2
1344,22517,52,47,0.0,177,371.7,2.1,2
1345,22518,57,44,0.0,333,699.3000000000001,2.1,2
1346,22519,65,53,0.0,370,777.0,2.1,2
1347,22520,107,88,0.0,705,599.25,0.85,2
1348,22521,95,81,0.0,598,508.3,0.85,2
1349,22522,121,99,1.3043478260869565,908,771.8,0.85,2
1350,22523,117,98,1.444043321299639,819,696.15,0.85,2
1351,22524,66,55,0.0,592,740.0,1.25,2
1352,22525,52,42,0.0,458,572.5,1.25,2
1353,22526,66,55,4.504504504504505,106,1351.5,12.75,2
1354,22529,56,49,0.0,760,319.2,0.42,2
1355,22530,177,139,0.6986899563318777,3411,1432.62,0.42,0
1356,22531,160,124,0.0,3227,1355.34,0.42,0
1357,22532,65,53,0.0,1029,432.18,0.42,2
1358,22533,76,66,1.384083044982699,1710,718.1999999999999,0.42,2
1359,22534,200,167,0.047393364928909956,4218,1771.56,0.42,0
1360,22535,107,86,2.862254025044723,1629,684.18,0.42,2
1361,22536,140,106,0.0,4662,1958.04,0.42,2
1362,22537,133,111,2.7027027027027026,1728,725.76,0.42,2
1363,22538,25,24,0.0,338,141.96,0.42000000000000004,2
1364,22539,80,70,0.0,2478,1040.76,0.42,2
1365,22540,60,47,0.045413260672116255,2201,924.42,0.42,2
1366,22541,19,18,0.0,461,193.62,0.42,2
1367,22543,33,28,0.0,1309,549.78,0.42,2
1368,22544,109,90,1.1253598534415075,3778,1586.76,0.42,2
1369,22545,42,36,0.10799136069114472,925,333.0,0.36,2
1370,22546,51,44,0.05151983513652757,1940,814.8,0.42,2
1371,22547,44,37,0.35650623885918004,559,234.78,0.42,2
1372,22548,182,149,0.0,1871,2338.75,1.25,0
1373,22549,237,187,0.0,2808,4071.6,1.45,0
1374,22550,169,131,0.7407407407407408,1072,4020.0,3.75,0
1375,22551,557,332,0.39088825987329834,7390,12193.5,1.65,1
1376,22553,432,276,2.1627188465499483,3800,6270.0,1.65,0
1377,22554,569,344,0.4064470918009811,7106,11724.9,1.65,1
1378,22555,438,288,0.3676470588235294,5691,9390.15,1.65,0
1379,22556,500,296,1.153442852149598,5656,9332.4,1.65,1
1380,22557,468,309,0.6116900770276393,4387,7238.549999999999,1.65,0
1381,22558,625,357,0.5044291338582677,8087,10108.75,1.25,1
1382,22559,38,33,0.0,385,481.25,1.25,2
1383,22560,326,225,0.014182385477237271,7050,8812.5,1.25,0
1384,22561,387,282,5.120593692022264,5114,8438.1,1.6500000000000001,0
1385,22562,177,139,0.0,1299,1623.75,1.25,0
1386,22563,240,163,0.040983606557377046,2439,3048.75,1.25,0
1387,22564,157,114,16.532721010332953,2181,2726.25,1.25,0
1388,22565,105,82,0.0,813,691.05,0.85,2
1389,22566,114,89,0.0,792,673.1999999999999,0.8499999999999999,2
1390,22567,178,134,0.6917423259835711,2297,2871.25,1.25,0
1391,22568,416,243,4.857055026129727,3095,11606.25,3.75,0
1392,22569,296,192,7.206537890044576,2498,9367.5,3.75,0
1393,22570,327,202,8.134130146082336,2767,10376.25,3.75,0
1394,22571,168,145,5.34838076545633,1929,1388.8799999999999,0.72,0
1395,22572,129,114,0.0,1252,1064.2,0.8500000000000001,2
1396,22573,147,120,0.0,2188,1859.8,0.85,0
1397,22574,148,126,10.50328227571116,1636,1390.6,0.85,0
1398,22575,76,60,0.9708737864077669,612,1193.3999999999999,1.9499999999999997,2
1399,22576,118,95,0.46911649726348714,1273,1082.05,0.85,2
1400,22577,450,326,1.0414406595790844,9122,7753.7,0.85,1
1401,22578,418,313,1.5384615384615385,8512,7235.2,0.85,1
1402,22579,287,226,1.9979188345473464,4709,4002.65,0.85,0
1403,22580,164,126,7.263922518159806,766,4557.7,5.95,0
1404,22581,82,67,0.24301336573511542,821,697.85,0.85,2
1405,22582,75,69,1.1753183153770812,1009,2572.95,2.55,2
1406,22583,77,72,0.3795066413662239,525,1338.75,2.55,2
1407,22584,147,120,0.683682771194166,2179,5556.45,2.55,0
1408,22585,323,235,0.7546536978031192,5918,7397.5,1.25,0
1409,22586,111,93,6.33245382585752,710,603.5,0.85,2
1410,22587,109,94,0.0,784,666.4,0.85,2
1411,22588,132,108,33.16326530612245,393,1002.15,2.55,3
1412,22589,57,46,0.0,320,816.0,2.55,2
1413,22591,62,53,15.989159891598916,310,790.5,2.55,2
1414,22592,84,75,0.42283298097251587,471,1766.25,3.75,2
1415,22593,130,102,7.453416149068323,1788,1519.8,0.85,2
1416,22594,120,90,0.05931198102016608,1685,1432.25,0.85,2
1417,22595,358,269,2.245789145352464,6268,5327.8,0.85,0
1418,22596,192,160,1.002004008016032,2470,3087.5,1.25,0
1419,22597,107,84,1.0430247718383312,2277,1935.45,0.85,2
1420,22598,44,38,0.0,783,665.55,0.85,2
1421,22599,61,51,1.8181818181818181,1296,1101.6,0.85,2
1422,22600,129,111,1.7045454545454544,1384,1176.3999999999999,0.8499999999999999,2
1423,22601,139,115,0.1411764705882353,2122,1803.7,0.85,2
1424,22602,167,136,1.9650655021834063,1796,1526.6,0.85,0
1425,22603,119,105,1.069078947368421,1203,1022.55,0.85,2
1426,22604,107,74,0.0,1152,2937.6,2.55,2
1427,22605,229,174,1.0159651669085632,682,10195.9,14.95,0
1428,22606,130,108,3.678929765886288,288,4593.599999999999,15.949999999999998,2
1429,22607,293,220,0.326530612244898,1221,12148.949999999999,9.95,0
1430,22608,81,60,0.14616830235957404,4782,1004.2199999999999,0.21,2
1431,22609,115,86,0.6604292790313704,5415,1137.1499999999999,0.20999999999999996,2
1432,22610,167,121,0.0,8858,7529.3,0.85,0
1433,22611,41,36,0.0,219,1084.05,4.95,2
1434,22613,110,78,0.691085003455425,1437,1221.45,0.85,2
1435,22614,168,130,1.2807199723087574,2852,827.0799999999999,0.29,0
1436,22615,67,60,0.6006006006006006,1986,575.9399999999999,0.29,2
1437,22616,375,186,0.09711880867594691,24688,7159.5199999999995,0.29,0
1438,22617,407,291,1.4118792599805257,2025,8606.25,4.25,0
1440,22619,326,243,0.1823985408116735,2189,8208.75,3.75,0
1441,22620,352,247,0.0461361014994233,4333,5416.25,1.25,0
1442,22621,489,354,0.8735960064182563,5560,8062.0,1.45,1
1443,22622,224,170,1.0333863275039745,1245,12387.75,9.95,0
1444,22623,211,158,1.4396456256921373,890,4405.5,4.95,0
1445,22624,596,369,0.9941520467836258,1693,14390.5,8.5,1
1446,22625,432,287,1.6140350877192984,1402,11917.0,8.5,0
1447,22626,175,131,1.882845188284519,469,3986.5,8.5,0
1448,22627,286,185,1.8518518518518516,742,6307.0,8.5,0
1449,22628,116,83,2.533333333333333,731,3618.4500000000003,4.95,2
1450,22629,686,316,0.3998519067012218,13451,26229.45,1.95,1
1451,22630,606,284,2.3818051575931234,10902,21258.899999999998,1.9499999999999997,1
1452,22631,252,163,0.9972801450589301,3276,6388.2,1.95,0
1453,22632,336,248,0.41092579163645154,4120,7622.0,1.85,0
1454,22633,410,284,0.6057781919850885,4266,7892.1,1.85,0
1455,22634,194,150,5.865522174535051,658,6547.099999999999,9.95,0
1456,22635,173,137,13.186813186813188,553,5502.349999999999,9.95,0
1457,22636,176,135,5.090909090909091,522,4437.0,8.5,0
1458,22637,262,188,2.1032504780114722,2560,6528.0,2.55,0
1459,22638,32,32,0.4975124378109453,200,509.99999999999994,2.55,2
1460,22639,122,94,0.0,685,1746.7499999999998,2.55,2
1461,22640,38,31,0.0,142,362.09999999999997,2.55,2
1462,22641,23,22,0.0,109,277.95,2.55,2
1463,22642,36,33,0.0,196,499.79999999999995,2.55,2
1464,22643,23,23,0.0,137,349.34999999999997,2.55,2
1465,22644,165,130,0.6130790190735695,1459,2115.5499999999997,1.4499999999999997,0
1466,22645,210,145,1.1572498298162015,1452,2105.4,1.45,0
1467,22646,258,167,0.9769933816577372,3142,4555.9,1.45,0
1468,22647,30,28,2.0168067226890756,583,244.85999999999999,0.42,2
1469,22649,161,86,5.06155950752394,694,3435.3,4.95,2
1470,22650,102,76,0.3865979381443299,773,1120.85,1.45,2
1471,22651,90,71,0.0,1959,1665.1499999999999,0.85,2
1472,22652,397,263,0.30870549495781024,4844,7992.599999999999,1.65,0
1473,22653,115,70,2.838221381267739,1027,2002.6499999999999,1.95,2
1474,22654,212,154,3.1884057971014492,1002,4959.900000000001,4.95,0
1477,22659,507,211,2.9283375773008364,10674,20814.3,1.95,0
1478,22660,66,54,0.0,315,2504.25,7.95,2
1479,22661,339,171,0.2612540192926045,4963,4218.55,0.8500000000000001,0
1480,22662,595,308,0.24760136180748993,6446,10635.9,1.65,1
1481,22663,309,168,0.3625576796308504,3023,5894.849999999999,1.9499999999999997,0
1482,22664,96,57,2.2988505747126435,510,1071.0,2.1,2
1483,22665,231,163,1.8062397372742198,1196,3528.2000000000003,2.95,0
1484,22666,810,467,2.0866085465199373,6851,20210.45,2.95,1
1485,22667,427,227,2.422661200149087,2618,7723.1,2.95,0
1486,22668,201,159,3.0880082346886257,1883,5554.85,2.95,0
1487,22669,163,139,5.015045135406218,947,2793.65,2.95,0
1488,22670,205,139,0.303951367781155,1640,2050.0,1.25,0
1489,22671,100,74,0.10989010989010989,909,1499.85,1.65,2
1490,22672,155,123,1.194921583271098,1323,2182.95,1.65,0
1491,22673,105,82,1.6085790884718498,734,917.5,1.25,2
1492,22674,145,105,1.0342084327764518,1244,1555.0,1.25,2
1493,22675,119,90,2.4193548387096775,1089,1361.25,1.25,2
1494,22676,136,60,1.1022044088176353,987,1233.75,1.25,2
1495,22677,110,57,1.3048635824436536,832,1040.0,1.25,2
1496,22678,97,58,1.536312849162011,705,881.25,1.25,2
1497,22679,87,52,1.5898251192368837,619,773.75,1.25,2
1498,22680,100,60,4.160887656033287,691,863.75,1.25,2
1499,22681,81,45,1.948051948051948,604,755.0,1.25,2
1500,22682,76,50,1.877133105802048,575,718.75,1.25,2
1501,22683,79,54,2.1238938053097343,553,691.25,1.25,2
1502,22684,59,41,2.8761061946902653,439,548.75,1.25,2
1503,22685,69,49,1.876172607879925,523,653.75,1.25,2
1504,22686,70,38,3.2564450474898234,713,891.25,1.25,2
1505,22687,34,30,0.0,564,4483.8,7.95,2
1506,22688,26,25,0.0,699,5557.05,7.95,2
1507,22689,113,94,8.469055374592834,562,4467.900000000001,7.950000000000001,2
1508,22690,253,192,0.3828972559029994,1561,12409.95,7.95,0
1509,22691,90,64,0.9009009009009009,330,2623.5,7.95,2
1510,22692,329,229,0.22075055187637968,1356,10780.2,7.95,0
1511,22693,236,167,0.45859872611464964,15628,19535.0,1.25,0
1512,22694,293,217,3.324808184143223,1512,3175.2000000000003,2.1,0
1513,22695,76,64,0.0,489,709.05,1.45,2
1514,22696,119,101,0.0,675,1316.25,1.95,2
1515,22697,682,383,2.313080306238801,5997,17691.15,2.95,1
1516,22698,540,312,2.7027027027027026,4968,14655.6,2.95,1
1517,22699,772,420,4.896209386281589,8430,24868.5,2.95,1
1518,22700,48,41,1.8456375838926176,1170,3451.5,2.95,2
1519,22701,43,31,4.244031830238726,361,1064.95,2.95,2
1520,22702,43,35,0.0,1357,2849.7000000000003,2.1,2
1522,22704,165,124,0.9900990099009901,5000,2100.0,0.42,0
1523,22705,72,59,1.36986301369863,1800,756.0,0.42,2
1524,22706,65,61,1.282051282051282,1925,808.5,0.42,2
1525,22707,46,40,0.0,1225,514.5,0.42,2
1526,22708,95,76,0.9345794392523363,2650,1113.0,0.42,2
1527,22709,38,37,0.0,1300,546.0,0.42,2
1528,22710,97,77,0.5747126436781609,4325,1816.5,0.42,2
1529,22711,97,86,0.9167583425009167,2702,1134.84,0.42,2
1530,22712,205,137,0.3254882323485228,3981,1672.02,0.42,0
1531,22713,146,105,0.24992189940643547,3193,1341.06,0.42,2
1532,22714,153,124,0.3589590188453485,3331,1399.02,0.42,0
1533,22715,98,78,0.0,1506,632.52,0.42,2
1534,22716,207,163,0.0,2991,1256.22,0.42,0
1535,22717,87,69,0.0,1170,491.4,0.42,2
1536,22718,103,69,1.574803149606299,1500,630.0,0.42,2
1537,22719,34,25,2.159827213822894,453,480.18,1.06,2
1538,22720,1123,636,2.1072518529283535,6736,33343.200000000004,4.950000000000001,1
1539,22721,222,166,0.0,742,3672.9,4.95,0
1540,22722,640,384,0.5677517032551098,5254,20753.3,3.9499999999999997,1
1541,22723,220,161,0.2152852529601722,927,3661.65,3.95,0
1542,22725,311,167,2.7777777777777777,1645,6168.75,3.75,0
1543,22726,753,313,0.562957402889848,5299,19871.25,3.75,1
1544,22727,839,380,1.1409288124698698,6152,23070.0,3.75,1
1545,22728,591,285,0.8431009664815957,4822,18082.5,3.75,1
1546,22729,364,179,1.4226709499770536,2148,8055.0,3.75,0
1547,22730,449,235,1.5601217656012176,2587,9701.25,3.75,0
1548,22731,98,79,1.3474494706448508,1025,1281.25,1.25,2
1549,22732,119,97,0.0,1481,1851.25,1.25,2
1550,22733,137,112,0.0,1440,1800.0,1.25,2
1551,22734,321,268,1.0932944606413995,2714,6920.7,2.55,0
1552,22735,87,73,0.0,664,1095.6,1.65,2
1553,22736,148,127,1.218369259606373,1054,1739.1,1.65,0
1554,22737,180,144,3.3585222502099077,1151,1899.1499999999999,1.65,0
1555,22738,167,139,6.831318970047294,1773,2925.45,1.65,0
1556,22739,199,163,0.6662225183211192,1491,2460.15,1.6500000000000001,0
1557,22740,107,89,0.0,6625,5631.25,0.85,2
1558,22741,150,105,0.6343283582089552,7989,6790.65,0.85,0
1559,22742,74,64,0.5681818181818182,350,1032.5,2.95,2
1560,22743,131,103,0.9693053311793215,613,1808.3500000000001,2.95,2
1561,22744,128,110,1.381692573402418,571,1684.45,2.95,2
1562,22745,311,212,0.7407407407407408,1742,3658.2000000000003,2.1,0
1563,22746,247,175,0.9280742459396751,1281,2690.1,2.1,0
1564,22747,167,120,0.0,861,1808.1000000000001,2.1,0
1565,22748,340,226,0.6989247311827957,1847,3878.7000000000003,2.1,0
1566,22749,389,267,0.0,2089,7833.75,3.75,0
1567,22750,362,237,0.3188097768331562,1876,7035.0,3.75,0
1568,22751,241,176,0.13550135501355012,1474,5527.5,3.75,0
1569,22752,285,180,8.464163822525597,1341,10258.65,7.6499999999999995,0
1570,22753,143,82,0.0,672,571.1999999999999,0.8499999999999999,2
1571,22754,165,100,0.0,1200,1020.0,0.85,2
1572,22755,166,91,0.0,1108,941.8,0.85,2
1573,22756,73,51,0.0,385,481.25,1.25,2
1574,22757,86,60,0.15337423312883436,651,813.75,1.25,2
1575,22758,98,64,0.0,592,740.0,1.25,2
1576,22759,327,253,0.4618048874350587,5173,8535.449999999999,1.6499999999999997,0
1577,22760,66,50,2.3166023166023164,253,3225.75,12.75,2
1579,22762,85,73,12.949640287769784,121,1808.9499999999998,14.95,2
1580,22763,89,74,2.7777777777777777,175,1741.2499999999998,9.95,2
1583,22766,442,275,1.056338028169014,3091,9118.45,2.95,0
1584,22767,199,149,4.755434782608696,701,6974.95,9.95,0
1585,22768,226,180,4.156171284634761,761,7571.95,9.95,0
1588,22771,321,164,0.5355230274901821,5572,6965.0,1.25,0
1589,22772,170,84,0.092109303039607,3254,4067.5,1.25,2
1590,22773,146,82,0.0,1804,2255.0,1.25,2
1591,22774,97,56,0.8117706747843734,1955,2443.75,1.25,2
1592,22775,145,78,1.1570247933884297,2392,2990.0,1.25,2
1593,22776,442,323,8.348457350272232,1010,10049.5,9.95,0
1594,22777,42,37,1.5105740181268883,326,2771.0,8.5,2
1595,22778,113,80,8.432147562582346,695,2745.25,3.95,2
1596,22779,143,85,1.6523463317911435,1488,5014.56,3.37,2
1597,22780,127,80,1.6641452344931922,1300,4381.0,3.37,2
1598,22781,156,117,4.580152671755725,500,3825.0,7.65,2
1599,22782,72,63,0.0,236,2348.2,9.95,2
1600,22783,32,29,0.0,462,7830.9,16.95,2
1601,22784,254,190,3.492333901192504,1133,5608.35,4.95,0
1604,22788,46,33,2.9268292682926833,199,1980.05,9.95,2
1605,22789,123,100,0.12422360248447205,804,1567.8,1.95,2
1606,22791,244,173,2.597212032281732,6638,8297.5,1.25,0
1607,22792,119,94,0.582807187955318,2047,1739.95,0.85,2
1608,22794,151,111,1.7123287671232876,287,2281.65,7.95,2
1609,22795,279,169,1.0506208213944603,1036,6993.0,6.75,0
1610,22796,208,142,10.185185185185185,485,4825.75,9.95,0
1611,22797,77,62,8.333333333333332,132,2237.4,16.95,2
1612,22798,176,120,3.0716723549488054,1420,4189.0,2.95,0
1613,22799,74,65,0.0,167,1419.5,8.5,2
1614,22800,132,107,0.8075370121130552,737,2763.75,3.75,2
1615,22801,157,119,2.251184834123223,825,3093.75,3.75,0
1618,22804,405,252,6.219081272084806,2654,7829.3,2.95,0
1619,22805,120,76,0.8403361344537815,1534,1917.5,1.25,2
1620,22806,23,23,0.0,183,539.85,2.95,2
1621,22807,94,66,0.0,574,1693.3000000000002,2.95,2
1622,22808,51,48,6.122448979591836,276,814.2,2.95,2
1623,22809,164,136,2.1838034576888083,1075,3171.25,2.95,0
1624,22810,135,105,6.026785714285714,842,2483.9,2.95,2
1625,22811,46,31,0.1610305958132045,620,1829.0,2.95,2
1626,22812,125,98,1.3409961685823755,1545,3012.75,1.95,2
1627,22813,149,114,0.0,2215,4319.25,1.95,2
1628,22814,92,73,0.0,1401,588.42,0.42,2
1629,22815,111,78,0.0,1776,745.92,0.42,2
1630,22816,164,150,0.0,3222,1353.24,0.42,0
1631,22817,125,78,0.0,1834,770.28,0.42,2
1632,22818,154,145,3.180914512922465,2922,1227.24,0.42,0
1633,22819,122,93,0.0,1810,760.1999999999999,0.42,2
1634,22820,45,41,0.26702269692923897,747,485.55,0.65,2
1635,22821,65,51,1.4814814814814816,798,518.7,0.65,2
1636,22822,142,119,0.4830917874396135,412,2451.4,5.95,2
1643,22829,97,80,4.694835680751173,203,2019.85,9.95,2
1644,22830,6,5,0.0,131,3530.45,26.95,2
1645,22831,105,91,0.0,672,1982.4,2.95,2
1646,22832,69,64,4.516129032258064,148,1591.0,10.75,2
1648,22834,278,194,4.476295479603087,4332,9097.2,2.1,0
1649,22835,467,306,12.814814814814815,2354,10946.1,4.65,0
